,city,district,price,area
1376,Łódź,Górna,315000.0,47.1
1377,Łódź,Bałuty,299000.0,46.95
1378,Łódź,Bałuty,395000.0,53.0
1379,Łódź,Śródmieście,687000.0,60.0
1380,Łódź,Górna,265000.0,43.0
1381,Łódź,Widzew,309000.0,39.0
1382,Łódź,Górna,309000.0,57.29
1383,Łódź,Górna,576940.0,82.42
1384,Łódź,Śródmieście,694761.0,76.01
1385,Łódź,Widzew,289000.0,40.0
1386,Łódź,Śródmieście,395100.0,51.31
1387,Łódź,Śródmieście,391600.0,50.86
1388,Łódź,Śródmieście,391600.0,50.86
1389,Łódź,Śródmieście,447100.0,59.4
1390,Łódź,Śródmieście,339600.0,40.59
1391,Łódź,Śródmieście,447700.0,59.49
1392,Łódź,Polesie,365000.0,58.0
1393,Łódź,Śródmieście,610000.0,61.0
1394,Łódź,Śródmieście,465000.0,60.0
1395,Łódź,Bałuty,310000.0,43.0
1396,Łódź,Polesie,475000.0,56.0
1397,Łódź,Bałuty,,60.76
1398,Łódź,Polesie,385000.0,52.97
1399,Łódź,Polesie,445000.0,50.0
1400,Łódź,Widzew,990000.0,109.0
1401,Łódź,Widzew,790000.0,86.0
1402,Łódź,Polesie,260000.0,35.0
1403,Łódź,Polesie,449000.0,73.15
1404,Łódź,Górna,616350.0,88.05
1405,Łódź,Widzew,998000.0,145.0
1406,Łódź,Śródmieście,245650.0,28.9
1407,Łódź,Śródmieście,243950.0,28.7
1408,Łódź,Śródmieście,390320.0,47.6
1409,Łódź,Śródmieście,368180.0,44.9
1410,Łódź,Śródmieście,255850.0,30.1
1411,Łódź,Śródmieście,296650.0,34.9
1412,Łódź,Śródmieście,205130.0,28.1
1413,Łódź,Śródmieście,192960.0,26.8
1414,Łódź,Śródmieście,217460.0,26.2
1415,Łódź,Śródmieście,203060.0,28.6
1416,Łódź,Widzew,219500.0,27.67
1417,Łódź,Górna,,75.32
1418,Łódź,Śródmieście,995000.0,108.0
1419,Łódź,Bałuty,,59.07
1420,Łódź,Bałuty,409000.0,63.5
1421,Łódź,Polesie,290000.0,60.18
1422,Łódź,Górna,,91.58
1423,Łódź,,250000.0,38.0
1424,Łódź,Górna,,50.33
1425,Łódź,Górna,,37.39
1426,Łódź,Widzew,432000.0,62.0
1427,Łódź,Polesie,339000.0,42.32
1428,Łódź,Górna,380000.0,46.14
1429,Łódź,Bałuty,517000.0,65.19
1430,Łódź,Polesie,340000.0,49.0
1431,Łódź,Śródmieście,620000.0,78.92
1432,Łódź,Śródmieście,390000.0,30.07
1433,Łódź,Polesie,333000.0,42.42
1434,Łódź,Śródmieście,279000.0,28.0
1435,Łódź,Widzew,293000.0,37.0
1436,Łódź,Bałuty,259900.0,45.0
1437,Łódź,Śródmieście,575901.0,82.64
1438,Łódź,Bałuty,589000.0,74.0
1439,Łódź,Bałuty,300000.0,34.0
1440,Łódź,Górna,214000.0,34.97
1441,Łódź,Polesie,450000.0,65.0
1442,Łódź,Bałuty,440000.0,63.59
1443,Łódź,Śródmieście,327987.0,43.0
1444,Łódź,Śródmieście,393810.0,51.0
1445,Łódź,Polesie,360000.0,47.0
1446,Łódź,Polesie,298000.0,37.0
1447,Łódź,Górna,308000.0,38.0
1448,Łódź,Górna,355000.0,44.0
1449,Łódź,Polesie,345000.0,43.0
1450,Łódź,Widzew,305000.0,49.46
1451,Łódź,Bałuty,327000.0,57.2
1452,Łódź,Polesie,930735.0,72.15
1453,Łódź,Górna,189000.0,25.63
1454,Łódź,Górna,355000.0,48.0
1455,Łódź,Polesie,953549.0,72.79
1456,Łódź,Bałuty,382245.0,44.97
1457,Łódź,Bałuty,478008.0,66.39
1458,Łódź,Śródmieście,380160.0,42.24
1459,Łódź,Górna,351787.0,44.53
1460,Łódź,Górna,,124.82
1461,Łódź,Śródmieście,449000.0,72.0
1462,Łódź,Widzew,289000.0,40.0
1463,Łódź,Śródmieście,340600.0,40.92
1464,Łódź,Polesie,332300.0,38.68
1465,Łódź,Śródmieście,341500.0,41.03
1466,Łódź,Śródmieście,465400.0,62.2
1467,Łódź,Śródmieście,464100.0,58.59
1468,Łódź,Śródmieście,341500.0,41.02
1469,Łódź,Śródmieście,340600.0,40.92
1470,Łódź,Śródmieście,328300.0,37.83
1471,Łódź,Śródmieście,334000.0,38.68
1472,Łódź,Śródmieście,342400.0,40.92
1473,Łódź,Śródmieście,335100.0,38.81
1474,Łódź,Śródmieście,330000.0,37.83
1475,Łódź,Śródmieście,343100.0,42.0
1476,Łódź,Polesie,343300.0,41.0
1477,Łódź,Polesie,324500.0,37.0
1478,Łódź,Śródmieście,435800.0,59.27
1479,Łódź,Śródmieście,437400.0,59.49
1480,Łódź,Śródmieście,436700.0,59.4
1481,Łódź,Śródmieście,437400.0,59.49
1482,Łódź,Bałuty,350000.0,57.0
1483,Łódź,Górna,850000.0,98.0
1484,Łódź,Widzew,225000.0,33.0
1485,Łódź,Górna,285000.0,48.0
1486,Łódź,Bałuty,278000.0,34.0
1487,Łódź,Polesie,649000.0,78.0
1488,Łódź,Bałuty,265000.0,46.55
1489,Łódź,Polesie,285000.0,37.5
1490,Łódź,Bałuty,430000.0,63.47
1491,Łódź,Widzew,196000.0,28.58
1492,Łódź,Śródmieście,593369.0,75.11
1493,Łódź,Polesie,297414.0,36.27
1494,Łódź,Górna,949000.0,110.0
1495,Łódź,Śródmieście,633812.0,65.69
1496,Łódź,Widzew,329000.0,49.56
1497,Łódź,Śródmieście,530000.0,86.0
1498,Łódź,Górna,404810.0,57.83
1499,Łódź,Bałuty,494834.4,66.96
1500,Łódź,Polesie,,49.42
1501,Łódź,Górna,328505.0,43.23
1502,Łódź,Widzew,,65.68
1503,Łódź,Polesie,,92.07
1504,Łódź,Górna,255500.0,44.0
1505,Łódź,Śródmieście,429000.0,68.32
1506,Łódź,Bałuty,300000.0,34.0
1507,Łódź,Bałuty,267000.0,40.0
1508,Łódź,Bałuty,305000.0,42.0
1509,Łódź,Bałuty,759000.0,109.0
1510,Łódź,Polesie,315000.0,44.7
1511,Łódź,Widzew,283000.0,33.6
1512,Łódź,Bałuty,799000.0,75.4
1513,Łódź,Widzew,235000.0,38.0
1514,Łódź,Śródmieście,184500.0,60.0
1515,Łódź,Bałuty,259000.0,45.95
1516,Łódź,Górna,499990.0,58.0
1517,Łódź,Górna,240000.0,30.0
1518,Łódź,Polesie,250000.0,37.0
1519,Łódź,Polesie,373000.0,54.5
1520,Łódź,Śródmieście,82000.0,32.0
1521,Łódź,Śródmieście,324300.0,42.9
1522,Łódź,Śródmieście,436700.0,60.0
1523,Łódź,Śródmieście,,69.13
1524,Łódź,Widzew,499000.0,61.0
1525,Łódź,Polesie,200000.0,31.0
1526,Łódź,Górna,579000.0,64.51
1527,Łódź,Bałuty,531930.0,62.58
1528,Łódź,Bałuty,486450.0,64.86
1529,Łódź,Śródmieście,352925.0,37.15
1530,Łódź,Górna,349417.0,44.23
1531,Łódź,Górna,,58.05
1532,Łódź,Górna,247800.0,42.02
1533,Łódź,Bałuty,235000.0,24.0
1534,Łódź,Śródmieście,199500.0,33.3
1535,Łódź,Górna,307000.0,36.74
1536,Łódź,Polesie,235000.0,34.0
1537,Łódź,Bałuty,310000.0,42.25
1538,Łódź,Bałuty,398000.0,44.95
1539,Łódź,Bałuty,329000.0,52.2
1540,Łódź,Górna,395000.0,54.0
1541,Łódź,Bałuty,399752.0,64.43
1542,Łódź,Śródmieście,360000.0,44.0
1543,Łódź,Śródmieście,360000.0,45.86
1544,Łódź,Bałuty,289000.0,37.96
1545,Łódź,Widzew,280000.0,46.71
1546,Łódź,Bałuty,330000.0,43.2
1547,Łódź,Górna,440000.0,53.0
1548,Łódź,Śródmieście,324300.0,42.9
1549,Łódź,Śródmieście,395100.0,51.31
1550,Łódź,Śródmieście,436700.0,60.0
1551,Łódź,Górna,325500.0,50.08
1552,Łódź,Bałuty,219700.0,23.9
1553,Łódź,Górna,470000.0,57.37
1554,Łódź,Śródmieście,377000.0,64.0
1555,Łódź,Bałuty,485000.0,51.99
1556,Łódź,Bałuty,350000.0,41.0
1557,Łódź,Górna,1320000.0,101.0
1558,Łódź,Górna,210000.0,27.0
1559,Łódź,Polesie,363366.0,44.86
1560,Łódź,Śródmieście,467072.0,56.69
1561,Łódź,Bałuty,365000.0,65.3
1562,Łódź,Bałuty,299900.0,52.57
1563,Łódź,Polesie,389000.0,55.0
1564,Łódź,Polesie,423708.0,63.24
1565,Łódź,Polesie,355000.0,54.66
1566,Łódź,Górna,259000.0,39.54
1567,Łódź,Górna,327000.0,47.29
1568,Łódź,Bałuty,499000.0,79.15
1569,Łódź,Polesie,749000.0,87.11
1570,Łódź,Widzew,312000.0,47.22
1571,Łódź,Widzew,289000.0,46.03
1572,Łódź,Widzew,368000.0,46.03
1573,Łódź,Widzew,829000.0,90.0
1574,Łódź,Górna,310000.0,56.74
1575,Łódź,Górna,280000.0,41.0
1576,Łódź,Bałuty,269000.0,46.0
1577,Łódź,,317000.0,46.0
1578,Łódź,Polesie,197000.0,26.56
1579,Łódź,Górna,647000.0,89.0
1580,Łódź,Górna,226000.0,37.5
1581,Łódź,Śródmieście,360000.0,69.13
1582,Łódź,Bałuty,444000.0,63.56
1583,Łódź,Polesie,329000.0,73.77
1584,Łódź,Śródmieście,392000.0,56.0
1585,Łódź,Śródmieście,490000.0,94.19
1586,Łódź,Bałuty,425000.0,60.14
1587,Łódź,Widzew,240000.0,45.96
1588,Łódź,Bałuty,380000.0,49.41
1589,Łódź,Polesie,330000.0,55.2
1590,Łódź,Widzew,419000.0,53.52
1591,Łódź,Bałuty,285000.0,39.04
1592,Łódź,Bałuty,308000.0,47.39
1593,Łódź,Widzew,280000.0,59.41
1594,Łódź,Widzew,390000.0,51.0
1595,Łódź,Widzew,620000.0,70.44
1596,Łódź,,319000.0,52.39
1597,Łódź,Polesie,299999.0,76.57
1598,Łódź,Bałuty,369000.0,45.05
1599,Łódź,Polesie,729000.0,65.33
1600,Łódź,Bałuty,299997.0,62.82
1601,Łódź,Polesie,349000.0,56.4
1602,Łódź,Polesie,649000.0,77.3
1603,Łódź,Bałuty,464000.0,70.77
1604,Łódź,Górna,339000.0,45.27
1605,Łódź,Bałuty,339000.0,42.42
1606,Łódź,Śródmieście,577000.0,93.9
1607,Łódź,Widzew,649069.0,73.54
1608,Łódź,Widzew,829080.0,88.2
1609,Łódź,Polesie,620000.0,97.85
1610,Łódź,Śródmieście,387000.0,65.46
1611,Łódź,Polesie,327000.0,54.66
1612,Łódź,Bałuty,429000.0,62.2
1613,Łódź,Górna,259000.0,43.92
1614,Łódź,Widzew,630000.0,131.25
1615,Łódź,Bałuty,419000.0,56.04
1616,Łódź,Polesie,297000.0,56.05
1617,Łódź,Górna,220000.0,40.93
1618,Łódź,Polesie,299000.0,42.42
1619,Łódź,Śródmieście,365000.0,52.26
1620,Łódź,Śródmieście,750000.0,70.38
1621,Łódź,Bałuty,190000.0,25.1
1622,Łódź,Śródmieście,770000.0,73.0
1623,Łódź,Śródmieście,360000.0,62.0
1624,Łódź,Bałuty,357000.0,57.0
1625,Łódź,Widzew,335000.0,51.3
1626,Łódź,Śródmieście,280000.0,48.0
1627,Łódź,Górna,749000.0,74.29
1628,Łódź,Bałuty,375000.0,60.0
1629,Łódź,Śródmieście,494378.0,60.29
1630,Łódź,Śródmieście,299000.0,40.0
1631,Łódź,Śródmieście,273700.0,27.37
1632,Łódź,Bałuty,559000.0,66.0
1633,Łódź,Polesie,415000.0,47.0
1634,Łódź,Widzew,486112.0,67.05
1635,Łódź,Bałuty,324500.0,50.0
1636,Łódź,Bałuty,390000.0,62.3
1637,Łódź,Bałuty,540000.0,53.15
1638,Łódź,Śródmieście,327974.0,43.0
1639,Łódź,Polesie,340000.0,48.54
1640,Łódź,Polesie,,53.74
1641,Łódź,Widzew,305000.0,47.5
1642,Łódź,Polesie,142000.0,21.0
1643,Łódź,Górna,460000.0,62.0
1644,Łódź,Bałuty,,75.9
1645,Łódź,Bałuty,624944.0,89.92
1646,Łódź,Śródmieście,305858.0,31.21
1647,Łódź,Górna,415806.0,56.19
1648,Łódź,Górna,,64.65
1649,Łódź,Widzew,631000.0,86.18
1650,Łódź,Górna,207000.0,34.84
1651,Łódź,Górna,517000.0,43.12
1652,Łódź,Bałuty,289000.0,45.03
1653,Łódź,Bałuty,210000.0,36.0
1654,Łódź,Widzew,247000.0,37.34
1655,Łódź,Polesie,312000.0,48.0
1656,Łódź,Widzew,370000.0,46.88
1657,Łódź,Polesie,389600.0,53.0
1658,Łódź,Widzew,399000.0,50.0
1659,Łódź,Bałuty,598000.0,66.51
1660,Łódź,Bałuty,350000.0,36.59
1661,Łódź,Bałuty,319000.0,49.15
1662,Łódź,,349000.0,44.8
1663,Łódź,Górna,510000.0,56.72
1664,Łódź,Śródmieście,164000.0,17.95
1665,Łódź,Górna,325000.0,52.47
1666,Łódź,Polesie,790000.0,87.0
1667,Łódź,Bałuty,242000.0,37.7
1668,Łódź,,353679.0,39.8
1669,Łódź,Górna,,94.23
1670,Łódź,Widzew,535000.0,67.14
1671,Łódź,Bałuty,440000.0,51.0
1672,Łódź,Górna,409000.0,54.3
1673,Łódź,Górna,250000.0,36.0
1674,Łódź,Widzew,289000.0,40.0
1675,Łódź,Polesie,285000.0,37.5
1676,Łódź,Górna,310000.0,47.0
1677,Łódź,Widzew,205000.0,32.25
1678,Łódź,Bałuty,624944.0,89.92
1679,Łódź,Śródmieście,379960.0,41.3
1680,Łódź,Górna,425808.0,59.14
1681,Łódź,Górna,,63.65
1682,Łódź,Górna,455000.0,72.3
1683,Łódź,Bałuty,325000.0,57.0
1684,Łódź,Górna,325000.0,54.11
1685,Łódź,Górna,310000.0,45.1
1686,Łódź,Górna,149000.0,13.0
1687,Łódź,Śródmieście,555000.0,43.6
1688,Łódź,Widzew,269000.0,36.72
1689,Łódź,Bałuty,27800.0,57.1
1690,Łódź,Śródmieście,699000.0,80.0
1691,Łódź,Śródmieście,849000.0,130.0
1692,Łódź,Polesie,359000.0,43.0
1693,Łódź,Górna,285000.0,46.0
1694,Łódź,Śródmieście,359000.0,48.2
1695,Łódź,Widzew,289000.0,41.0
1696,Łódź,Bałuty,269000.0,37.0
1697,Łódź,Bałuty,285000.0,46.95
1698,Łódź,Górna,259000.0,37.64
1699,Łódź,Bałuty,249000.0,45.0
1700,Łódź,Bałuty,235000.0,37.0
1701,Łódź,Bałuty,669084.0,100.1
1702,Łódź,Widzew,359000.0,46.0
1703,Łódź,,319900.0,40.0
1704,Łódź,Polesie,780150.0,111.45
1705,Łódź,Polesie,515364.0,76.92
1706,Łódź,Widzew,367000.0,48.0
1707,Łódź,Polesie,401856.0,58.24
1708,Łódź,Polesie,259336.0,33.68
1709,Łódź,Polesie,267498.0,34.74
1710,Łódź,Śródmieście,,35.53
1711,Łódź,Śródmieście,234999.0,27.0
1712,Łódź,Bałuty,750000.0,118.0
1713,Łódź,Widzew,365000.0,61.14
1714,Łódź,Widzew,196000.0,28.58
1715,Łódź,Widzew,399000.0,47.17
1716,Łódź,Bałuty,449000.0,56.7
1717,Łódź,Górna,287900.0,48.0
1718,Łódź,Polesie,325000.0,46.5
1719,Łódź,Bałuty,430000.0,57.0
1720,Łódź,Śródmieście,324300.0,42.9
1721,Łódź,Śródmieście,395100.0,51.31
1722,Łódź,Górna,470000.0,57.37
1723,Łódź,Śródmieście,436700.0,60.0
1724,Łódź,Śródmieście,479400.0,64.0
1725,Łódź,Górna,346336.0,43.84
1726,Łódź,Górna,,94.15
1727,Łódź,Widzew,580000.0,74.68
1728,Łódź,Widzew,,98.0
1729,Łódź,Widzew,,72.92
1730,Łódź,Widzew,,32.61
1731,Łódź,Górna,458000.0,72.73
1732,Łódź,,310000.0,34.0
1733,Łódź,Bałuty,290000.0,46.97
1734,Łódź,Górna,409000.0,49.57
1735,Łódź,Widzew,329000.0,49.98
1736,Łódź,,519000.0,65.0
1737,Łódź,Bałuty,225000.0,30.94
1738,Łódź,Górna,329000.0,55.0
1739,Łódź,Bałuty,108000.0,21.5
1740,Łódź,Bałuty,270000.0,44.86
1741,Łódź,Polesie,839000.0,79.18
1742,Łódź,Polesie,397900.0,50.88
1743,Łódź,Polesie,323299.0,35.02
1744,Łódź,Polesie,446367.0,59.5
1745,Łódź,Górna,329000.0,54.3
1746,Łódź,Śródmieście,345000.0,52.23
1747,Łódź,Widzew,380000.0,62.0
1748,Łódź,Polesie,290000.0,54.0
1749,Łódź,Śródmieście,420000.0,84.78
1750,Łódź,Bałuty,370000.0,54.0
1751,Łódź,Śródmieście,215000.0,28.4
1752,Łódź,Bałuty,422000.0,65.0
1753,Łódź,Śródmieście,398000.0,44.5
1754,Łódź,,370000.0,61.0
1755,Łódź,Polesie,325000.0,53.0
1756,Łódź,Bałuty,235000.0,33.5
1757,Łódź,Górna,376000.0,62.0
1758,Łódź,Bałuty,335000.0,45.03
1759,Łódź,Romana Kaczmarka,455000.0,72.3
1760,Łódź,Polesie,349000.0,42.42
1761,Łódź,Polesie,395000.0,32.0
1762,Łódź,Śródmieście,285000.0,47.62
1763,Łódź,Górna,380000.0,57.75
1764,Łódź,Śródmieście,690000.0,71.38
1765,Łódź,Górna,309000.0,37.8
1766,Łódź,Śródmieście,569000.0,57.0
1767,Łódź,Polesie,459000.0,61.04
1768,Łódź,Bałuty,229000.0,38.0
1769,Łódź,Górna,,72.25
1770,Łódź,Bałuty,236000.0,36.7
1771,Łódź,Bałuty,649152.0,68.0
1772,Łódź,Bałuty,465000.0,68.0
1773,Łódź,Górna,238000.0,37.29
1774,Łódź,Polesie,780150.0,111.45
1775,Łódź,Polesie,408894.0,59.26
1776,Łódź,Polesie,556837.0,83.11
1777,Łódź,Widzew,320000.0,38.0
1778,Łódź,Polesie,272156.0,35.81
1779,Łódź,Śródmieście,289000.0,52.08
1780,Łódź,Widzew,664000.0,74.21
1781,Łódź,Śródmieście,500000.0,92.76
1782,Łódź,Bałuty,299000.0,45.0
1783,Łódź,Widzew,319000.0,51.0
1784,Łódź,Polesie,266189.0,34.57
1785,Łódź,Polesie,540000.0,59.0
1786,Łódź,Bałuty,329000.0,50.0
1787,Łódź,Śródmieście,479000.0,64.0
1788,Łódź,Górna,314000.0,52.47
1789,Łódź,Widzew,515000.0,58.0
1790,Łódź,Bałuty,260000.0,44.8
1791,Łódź,Widzew,260000.0,36.44
1792,Łódź,Śródmieście,520000.0,63.0
1793,Łódź,Bałuty,590000.0,57.39
1794,Łódź,Górna,399000.0,49.57
1795,Łódź,Bałuty,330000.0,60.0
1796,Łódź,Śródmieście,269000.0,51.0
1797,Łódź,Polesie,270000.0,30.94
1798,Łódź,Widzew,329000.0,49.98
1799,Łódź,Górna,344045.0,43.55
1800,Łódź,Górna,,73.53
1801,Łódź,Widzew,,98.0
1802,Łódź,Widzew,,25.19
1803,Łódź,Widzew,,39.06
1804,Łódź,Górna,596000.0,101.26
1805,Łódź,Śródmieście,324300.0,42.9
1806,Łódź,Śródmieście,395100.0,51.31
1807,Łódź,Śródmieście,436700.0,60.0
1808,Łódź,Śródmieście,479400.0,64.0
1809,Łódź,Bałuty,410000.0,55.04
1810,Łódź,Bałuty,223000.0,37.46
1811,Łódź,Polesie,263000.0,41.48
1812,Łódź,Górna,300000.0,36.24
1813,Łódź,Polesie,265000.0,42.4
1814,Łódź,Widzew,310000.0,52.0
1815,Łódź,Śródmieście,319287.0,35.0
1816,Łódź,Śródmieście,174900.0,22.68
1817,Łódź,Bałuty,280000.0,39.76
1818,Łódź,Polesie,306500.0,36.44
1819,Łódź,Górna,240000.0,35.0
1820,Łódź,Górna,195000.0,28.0
1821,Łódź,Górna,280000.0,46.84
1822,Łódź,Polesie,729000.0,73.0
1823,Łódź,Górna,359556.0,43.32
1824,Łódź,Śródmieście,715000.0,74.0
1825,Łódź,Bałuty,229000.0,29.64
1826,Łódź,Śródmieście,458000.0,39.5
1827,Łódź,Bałuty,349900.0,47.0
1828,Łódź,Widzew,299000.0,41.54
1829,Łódź,Śródmieście,550000.0,117.73
1830,Łódź,Bałuty,235000.0,44.0
1831,Łódź,Bałuty,654000.0,67.0
1832,Łódź,Widzew,379000.0,51.2
1833,Łódź,Bałuty,265000.0,44.7
1834,Łódź,Bałuty,609000.0,62.9
1835,Łódź,Bałuty,235000.0,44.0
1836,Łódź,Śródmieście,249050.0,29.3
1837,Łódź,Śródmieście,272000.0,32.0
1838,Łódź,Śródmieście,198290.0,25.1
1839,Łódź,Śródmieście,183400.0,26.2
1840,Łódź,Śródmieście,271420.0,33.1
1841,Łódź,Śródmieście,216630.0,26.1
1842,Łódź,Bałuty,539000.0,57.5
1843,Łódź,Polesie,245000.0,31.0
1844,Łódź,Widzew,390000.0,55.0
1845,Łódź,Górna,205000.0,28.0
1846,Łódź,Polesie,409000.0,48.0
1847,Łódź,Bałuty,369000.0,45.0
1848,Łódź,Górna,399000.0,50.0
1849,Łódź,Bałuty,,60.76
1850,Łódź,Górna,330000.0,30.48
1851,Łódź,Bałuty,440000.0,57.0
1852,Łódź,Widzew,698000.0,77.29
1853,Łódź,Górna,415000.0,60.14
1854,Łódź,Polesie,255600.0,35.5
1855,Łódź,Bałuty,320000.0,45.13
1856,Łódź,Widzew,,83.0
1857,Łódź,Widzew,,62.94
1858,Łódź,Widzew,,29.33
1859,Łódź,Śródmieście,270000.0,34.0
1860,Łódź,Bałuty,399000.0,64.0
1861,Łódź,Śródmieście,319287.0,35.0
1862,Łódź,Polesie,430000.0,65.58
1863,Łódź,Górna,535030.0,53.0
1864,Łódź,Śródmieście,499000.0,71.6
1865,Łódź,Śródmieście,279000.0,28.0
1866,Łódź,Śródmieście,493614.0,49.86
1867,Łódź,Śródmieście,492327.0,49.73
1868,Łódź,Śródmieście,2561770.0,264.1
1869,Łódź,Polesie,215000.0,27.18
1870,Łódź,Bałuty,290000.0,47.0
1871,Łódź,Polesie,334000.0,54.0
1872,Łódź,Bałuty,410000.0,57.01
1873,Łódź,Górna,,55.68
1874,Łódź,Widzew,307000.0,58.0
1875,Łódź,Polesie,132000.0,15.0
1876,Łódź,Bałuty,299900.0,45.0
1877,Łódź,Górna,245000.0,31.0
1878,Łódź,Polesie,319000.0,62.93
1879,Łódź,Bałuty,305000.0,60.0
1880,Łódź,Widzew,250000.0,43.9
1881,Łódź,Górna,289000.0,43.19
1882,Łódź,Górna,320000.0,55.58
1883,Łódź,Bałuty,270000.0,44.86
1884,Łódź,Widzew,289000.0,40.83
1885,Łódź,Polesie,309000.0,57.0
1886,Łódź,Górna,309000.0,36.0
1887,Łódź,Górna,369000.0,63.0
1888,Łódź,Bałuty,405000.0,53.0
1889,Łódź,Górna,255000.0,39.9
1890,Łódź,Górna,270000.0,48.0
1891,Łódź,Górna,,39.09
1892,Łódź,Górna,,66.03
1893,Łódź,Górna,,52.6
1894,Łódź,Bałuty,810000.0,108.0
1895,Łódź,Górna,205000.0,38.0
1896,Łódź,Górna,233000.0,39.0
1897,Łódź,Polesie,1109000.0,115.0
1898,Łódź,Śródmieście,330000.0,92.0
1899,Łódź,Widzew,,75.34
1900,Łódź,Śródmieście,857500.0,85.75
1901,Łódź,Widzew,330000.0,36.42
1902,Łódź,Polesie,225000.0,30.9
1903,Łódź,Śródmieście,1150000.0,138.0
1904,Łódź,Bałuty,316000.0,52.0
1905,Łódź,Górna,,58.05
1906,Łódź,Widzew,,98.0
1907,Łódź,Widzew,405197.0,57.5
1908,Łódź,Widzew,,50.49
1909,Łódź,Widzew,,58.14
1910,Łódź,Bałuty,199900.0,24.64
1911,Łódź,Polesie,299000.0,62.85
1912,Łódź,Górna,140000.0,31.0
1913,Łódź,Górna,360000.0,51.5
1914,Łódź,Górna,380000.0,62.32
1915,Łódź,Śródmieście,360000.0,37.5
1916,Łódź,Górna,325000.0,50.5
1917,Łódź,Bałuty,1180000.0,117.88
1918,Łódź,Bałuty,283000.0,47.0
1919,Łódź,Polesie,263000.0,43.81
1920,Łódź,Widzew,,60.29
1921,Łódź,Bałuty,650679.0,73.11
1922,Łódź,Widzew,,75.12
1923,Łódź,Bałuty,310000.0,45.13
1924,Łódź,Bałuty,647924.0,75.34
1925,Łódź,Widzew,760000.0,123.0
1926,Łódź,Widzew,,83.0
1927,Łódź,ul. inż. Stefana Skrzywana,,73.9
1928,Łódź,Śródmieście,,69.29
1929,Łódź,Widzew,,75.11
1930,Łódź,Widzew,264900.0,38.0
1931,Łódź,Polesie,345000.0,35.0
1932,Łódź,Śródmieście,491656.0,55.87
1933,Łódź,Górna,239000.0,36.0
1934,Łódź,Polesie,409000.0,53.85
1935,Łódź,Śródmieście,280621.0,28.93
1936,Łódź,Polesie,280000.0,30.94
1937,Łódź,Polesie,430000.0,77.47
1938,Łódź,Bałuty,275200.0,43.0
1939,Łódź,Górna,250000.0,35.73
1940,Łódź,Górna,300000.0,30.0
1941,Łódź,Górna,350000.0,55.0
1942,Łódź,Bałuty,235000.0,37.5
1943,Łódź,Bałuty,310000.0,60.0
1944,Łódź,Bałuty,395000.0,45.0
1945,Łódź,Bałuty,360000.0,53.69
1946,Łódź,Widzew,378000.0,46.14
1947,Łódź,Śródmieście,397900.0,50.86
1948,Łódź,Śródmieście,480000.0,92.74
1949,Łódź,Bałuty,759000.0,109.0
1950,Łódź,Bałuty,290000.0,49.0
1951,Łódź,Bałuty,333000.0,44.38
1952,Łódź,Polesie,272000.0,42.5
1953,Łódź,Górna,255000.0,39.0
1954,Łódź,Bałuty,304000.0,37.0
1955,Łódź,Widzew,629000.0,98.0
1956,Łódź,Widzew,463080.0,75.5
1957,Łódź,Widzew,,44.13
1958,Łódź,Widzew,,46.81
1959,Łódź,Bałuty,320000.0,40.0
1960,Łódź,Śródmieście,525375.0,75.55
1961,Łódź,Bałuty,279000.0,48.21
1962,Łódź,Bałuty,414000.0,94.09
1963,Łódź,Polesie,319000.0,42.42
1964,Łódź,Polesie,218000.0,25.7
1965,Łódź,Śródmieście,249000.0,42.0
1966,Łódź,Bałuty,325000.0,37.0
1967,Łódź,Bałuty,255000.0,44.8
1968,Łódź,Śródmieście,250000.0,29.67
1969,Łódź,Bałuty,333000.0,47.0
1970,Łódź,Górna,227000.0,34.0
1971,Łódź,Śródmieście,321000.0,59.0
1972,Łódź,,317250.0,47.0
1973,Łódź,Bałuty,350000.0,45.12
1974,Łódź,Śródmieście,571000.0,32.8
1975,Łódź,Widzew,484470.0,74.9
1976,Łódź,Widzew,490650.0,65.42
1977,Łódź,Polesie,,68.82
1978,Łódź,Bałuty,230000.0,29.64
1979,Łódź,Polesie,463800.0,92.76
1980,Łódź,Górna,225000.0,38.0
1981,Łódź,Górna,459000.0,62.0
1982,Łódź,Górna,449000.0,77.99
1983,Łódź,,533718.0,59.0
1984,Łódź,Bałuty,210000.0,34.1
1985,Łódź,Bałuty,329000.0,37.53
1986,Łódź,Górna,250000.0,40.03
1987,Łódź,Polesie,238000.0,46.0
1988,Łódź,Górna,516000.0,53.75
1989,Łódź,Polesie,420000.0,77.0
1990,Łódź,Śródmieście,275000.0,40.0
1991,Łódź,Górna,855000.0,81.0
1992,Łódź,Bałuty,480000.0,56.0
1993,Łódź,Śródmieście,572000.0,127.0
1994,Łódź,Śródmieście,299000.0,56.0
1995,Łódź,Polesie,395000.0,53.0
1996,Łódź,Górna,649000.0,82.4
1997,Łódź,Górna,349000.0,37.0
1998,Łódź,Polesie,,34.04
1999,Łódź,Polesie,,65.56
2000,Łódź,Widzew,278600.0,39.8
2001,Łódź,Polesie,,70.38
2002,Łódź,Bałuty,349000.0,57.05
2003,Łódź,Polesie,306000.0,48.0
2004,Łódź,Bałuty,310000.0,47.0
2005,Łódź,Śródmieście,404000.0,30.0
2006,Łódź,Polesie,365000.0,55.0
2007,Łódź,Bałuty,299000.0,37.3
