,city,district,price,area
2715,Łódź,Śródmieście,367785.0,37.15
2716,Łódź,Górna,351120.0,45.6
2717,Łódź,Górna,,58.05
2718,Łódź,Bałuty,245000.0,37.0
2719,Łódź,Polesie,395000.0,46.5
2720,Łódź,Widzew,345500.0,52.23
2721,Łódź,Widzew,339200.0,48.18
2722,Łódź,Bałuty,248000.0,37.04
2723,Łódź,Bałuty,283360.0,52.0
2724,Łódź,Bałuty,,59.07
2725,Łódź,Bałuty,,62.62
2726,Łódź,Śródmieście,387000.0,51.0
2727,Łódź,Śródmieście,319287.0,35.0
2728,Łódź,Śródmieście,327979.0,43.0
2729,Łódź,Polesie,360000.0,53.0
2730,Łódź,Polesie,467652.6,71.18
2731,Łódź,Polesie,1120000.0,116.29
2732,Łódź,Polesie,350000.0,53.0
2733,Łódź,Polesie,425000.0,71.0
2734,Łódź,Polesie,395000.0,56.0
2735,Łódź,Górna,205000.0,28.58
2736,Łódź,Widzew,505780.5,67.89
2737,Łódź,Śródmieście,910000.0,77.0
2738,Łódź,Górna,370000.0,48.0
2739,Łódź,Polesie,330000.0,37.83
2740,Łódź,Polesie,335500.0,40.47
2741,Łódź,Śródmieście,,100.9
2742,Łódź,Widzew,199000.0,28.58
2743,Łódź,Górna,351120.0,45.6
2744,Łódź,Górna,,58.05
2745,Łódź,Bałuty,395000.0,69.2
2746,Łódź,Widzew,260000.0,43.84
2747,Łódź,Bałuty,320000.0,48.0
2748,Łódź,Śródmieście,449000.0,73.15
2749,Łódź,Widzew,458000.0,59.0
2750,Łódź,Bałuty,215000.0,26.93
2751,Łódź,Polesie,486402.0,62.2
2752,Łódź,,666543.0,80.0
2753,Łódź,Śródmieście,340052.0,30.2
2754,Łódź,Śródmieście,550000.0,34.63
2755,Łódź,Śródmieście,586000.0,33.52
2756,Łódź,Bałuty,747720.0,83.08
2757,Łódź,Górna,277490.0,47.12
2758,Łódź,Widzew,175000.0,32.25
2759,Łódź,Górna,639000.0,76.3
2760,Łódź,Bałuty,,28.04
2761,Łódź,Widzew,314000.0,48.85
2762,Łódź,Bałuty,,73.34
2763,Łódź,Górna,334950.0,43.5
2764,Łódź,Górna,,63.65
2765,Łódź,Widzew,,64.0
2766,Łódź,Bałuty,389000.0,53.0
2767,Łódź,Śródmieście,390000.0,70.0
2768,Łódź,Śródmieście,527000.0,28.33
2769,Łódź,Widzew,385000.0,49.5
2770,Łódź,Śródmieście,333213.0,30.57
2771,Łódź,Śródmieście,487694.0,41.33
2772,Łódź,,912000.0,76.0
2773,Łódź,Bałuty,245000.0,37.0
2774,Łódź,Bałuty,230000.0,29.64
2775,Łódź,Bałuty,184500.0,26.0
2776,Łódź,Widzew,,62.35
2777,Łódź,Górna,348000.0,44.4
2778,Łódź,Widzew,369970.5,47.13
2779,Łódź,Polesie,384900.0,56.14
2780,Łódź,Bałuty,440000.0,56.01
2781,Łódź,,240000.0,36.64
2782,Łódź,Widzew,533718.0,60.79
2783,Łódź,Widzew,527476.0,62.86
2784,Łódź,Śródmieście,40000.0,52.0
2785,Łódź,Śródmieście,20000.0,74.0
2786,Łódź,Śródmieście,40000.0,73.0
2787,Łódź,Śródmieście,35000.0,72.3
2788,Łódź,Polesie,540000.0,72.5
2789,Łódź,Bałuty,220000.0,36.64
2790,Łódź,Widzew,334664.0,39.8
2791,Łódź,Górna,351120.0,45.6
2792,Łódź,Widzew,629000.0,98.13
2793,Łódź,Widzew,349124.73,35.59
2794,Łódź,Widzew,339875.22,34.48
2795,Łódź,Widzew,463874.97,53.98
2796,Łódź,Widzew,289884.8,30.99
2797,Łódź,Śródmieście,480627.0,50.86
2798,Łódź,Bałuty,399000.0,58.0
2799,Łódź,Śródmieście,378480.0,33.2
2800,Łódź,Śródmieście,1190000.0,154.0
2801,Łódź,,220000.0,36.0
2802,Łódź,Polesie,,68.32
2803,Łódź,Bałuty,299900.0,44.9
2804,Łódź,Polesie,267000.0,42.0
2805,Łódź,Śródmieście,420398.0,43.34
2806,Łódź,Śródmieście,347357.0,35.81
2807,Łódź,Polesie,,58.59
2808,Łódź,Bałuty,,38.79
2809,Łódź,Polesie,,62.2
2810,Łódź,Polesie,,37.83
2811,Łódź,Polesie,,37.2
2812,Łódź,Górna,319000.0,43.19
2813,Łódź,Śródmieście,324000.0,59.75
2814,Łódź,Widzew,,49.68
2815,Łódź,Górna,250000.0,32.0
2816,Łódź,Polesie,311700.0,47.17
2817,Łódź,Bałuty,,38.79
2818,Łódź,Polesie,310000.0,55.68
2819,Łódź,Widzew,,98.0
2820,Łódź,Górna,219900.0,35.1
2821,Łódź,Górna,235000.0,35.0
2822,Łódź,Widzew,645817.77,79.92
2823,Łódź,Widzew,718013.77,81.33
2824,Łódź,Bałuty,,73.33
2825,Łódź,Widzew,814082.88,95.46
2826,Łódź,Polesie,550000.0,80.14
2827,Łódź,Widzew,336000.0,56.0
2828,Łódź,Śródmieście,303600.0,26.4
2829,Łódź,Polesie,60000.0,50.0
2830,Łódź,Polesie,432000.0,54.0
2831,Łódź,Bałuty,260000.0,37.2
2832,Łódź,Górna,255000.0,26.0
2833,Łódź,,536034.0,65.37
2834,Łódź,Widzew,500415.0,68.55
2835,Łódź,Widzew,540551.0,68.55
2836,Łódź,Górna,621999.0,76.79
2837,Łódź,Polesie,297000.0,54.0
2838,Łódź,Polesie,297000.0,54.0
2839,Łódź,Polesie,445000.0,65.45
2840,Łódź,Górna,424000.0,72.6
2841,Łódź,Bałuty,275000.0,45.0
2842,Łódź,Widzew,,83.0
2843,Łódź,Widzew,584668.0,93.2
2844,Łódź,,849000.0,96.62
2845,Łódź,Bałuty,219000.0,31.3
2846,Łódź,Bałuty,271700.0,41.8
2847,Łódź,Bałuty,295000.0,49.52
2848,Łódź,,669000.0,96.29
2849,Łódź,Polesie,,35.0
2850,Łódź,Polesie,,42.85
2851,Łódź,Polesie,,62.2
2852,Łódź,Polesie,629000.0,74.98
2853,Łódź,Górna,429000.0,62.0
2854,Łódź,Widzew,429000.0,62.0
2855,Łódź,Widzew,327990.0,50.7
2856,Łódź,Górna,239000.0,37.5
2857,Łódź,Śródmieście,780000.0,113.83
2858,Łódź,Górna,495000.0,90.0
2859,Łódź,Polesie,290000.0,42.42
2860,Łódź,Bałuty,270000.0,42.0
2861,Łódź,Widzew,410000.0,58.0
2862,Łódź,Górna,245000.0,39.0
2863,Łódź,Bałuty,289000.0,39.09
2864,Łódź,Widzew,290000.0,48.0
2865,Łódź,Widzew,369000.0,50.0
2866,Łódź,Górna,549965.0,100.8
2867,Łódź,Widzew,,69.0
2868,Łódź,Widzew,541678.0,84.2
2869,Łódź,Polesie,,40.6
2870,Łódź,Bałuty,555900.0,55.0
2871,Łódź,Górna,315000.0,41.0
2872,Łódź,Śródmieście,199900.0,22.49
2873,Łódź,Śródmieście,430600.0,97.0
2874,Łódź,Bałuty,399000.0,52.0
2875,Łódź,Górna,495000.0,90.0
2876,Łódź,Polesie,,34.58
2877,Łódź,Śródmieście,265000.0,38.0
2878,Łódź,Bałuty,228900.0,33.5
2879,Łódź,Bałuty,350000.0,38.64
2880,Łódź,Górna,229000.0,38.82
2881,Łódź,Górna,1090000.0,130.0
2882,Łódź,Polesie,299000.0,56.0
2883,Łódź,,355000.0,50.0
2884,Łódź,Śródmieście,401714.0,55.13
2885,Łódź,Widzew,123500.0,19.0
2886,Łódź,Widzew,552500.0,85.0
2887,Łódź,Górna,224900.0,29.0
2888,Łódź,Śródmieście,600000.0,65.08
2889,Łódź,Polesie,285000.0,42.42
2890,Łódź,Widzew,590000.0,63.0
2891,Łódź,Widzew,329000.0,47.0
2892,Łódź,Polesie,,103.72
2893,Łódź,Śródmieście,746130.0,73.15
2894,Łódź,Śródmieście,510000.0,87.0
2895,Łódź,Górna,255000.0,40.0
2896,Łódź,Polesie,485000.0,57.0
2897,Łódź,Śródmieście,420000.0,85.17
2898,Łódź,Śródmieście,,69.41
2899,Łódź,Śródmieście,,38.84
2900,Łódź,Śródmieście,429936.0,41.34
2901,Łódź,Śródmieście,,49.23
2902,Łódź,Śródmieście,,40.88
2903,Łódź,Śródmieście,,26.46
2904,Łódź,Polesie,315000.0,44.7
2905,Łódź,Górna,225000.0,28.0
2906,Łódź,Widzew,339000.0,57.5
2907,Łódź,Bałuty,,66.87
2908,Łódź,Widzew,,98.0
2909,Łódź,Polesie,,54.99
2910,Łódź,Śródmieście,560310.0,49.15
2911,Łódź,Polesie,,39.67
2912,Łódź,Polesie,371214.0,45.27
2913,Łódź,Polesie,743943.0,94.17
2914,Łódź,Polesie,921614.0,116.66
2915,Łódź,Bałuty,511000.0,73.0
2916,Łódź,Śródmieście,795000.0,150.0
2917,Łódź,Bałuty,583730.0,71.44
2918,Łódź,Bałuty,522920.0,61.52
2919,Łódź,Górna,334664.0,39.8
2920,Łódź,Śródmieście,380000.0,33.06
2921,Łódź,Górna,495963.0,64.19
2922,Łódź,Śródmieście,322000.0,45.92
2923,Łódź,Śródmieście,540000.0,72.54
2924,Łódź,Widzew,539000.0,68.62
2925,Łódź,Śródmieście,432500.0,50.0
2926,Łódź,Śródmieście,25000.0,53.0
2927,Łódź,Śródmieście,370000.0,51.72
2928,Łódź,Bałuty,370000.0,45.0
2929,Łódź,Górna,616350.0,88.05
2930,Łódź,Górna,616350.0,88.05
2931,Łódź,Polesie,474876.5,71.41
2932,Łódź,,399000.0,48.0
2933,Łódź,Górna,616350.0,88.05
2934,Łódź,Górna,576940.0,82.42
2935,Łódź,Górna,310000.0,43.19
2936,Łódź,Bałuty,275000.0,37.5
2937,Łódź,Polesie,259900.0,52.0
2938,Łódź,Polesie,133900.0,21.0
2939,Łódź,Bałuty,373900.0,44.0
2940,Łódź,Górna,115000.0,10.25
2941,Łódź,Polesie,,68.72
2942,Łódź,Śródmieście,583100.0,59.5
2943,Łódź,Polesie,,38.35
2944,Łódź,Śródmieście,360000.0,38.52
2945,Łódź,Śródmieście,610000.0,62.67
2946,Łódź,Górna,199000.0,20.3
2947,Łódź,Polesie,371247.0,55.41
2948,Łódź,Śródmieście,910000.0,76.44
2949,Łódź,Górna,23000.0,45.0
2950,Łódź,Bałuty,232000.0,38.0
2951,Łódź,Polesie,198000.0,36.51
2952,Łódź,Polesie,464000.0,64.0
2953,Łódź,Widzew,298000.0,49.38
2954,Łódź,Śródmieście,649000.0,98.0
2955,Łódź,Śródmieście,430000.0,58.49
2956,Łódź,Bałuty,390000.0,53.0
2957,Łódź,,509000.0,65.5
2958,Łódź,Śródmieście,284404.0,30.0
2959,Łódź,Widzew,278465.0,33.55
2960,Łódź,Polesie,310000.0,34.0
2961,Łódź,Polesie,,28.71
2962,Łódź,Polesie,,32.49
2963,Łódź,Bałuty,498000.0,64.23
2964,Łódź,Śródmieście,247900.0,28.19
2965,Łódź,,590000.0,63.0
2966,Łódź,Polesie,,37.2
2967,Łódź,Bałuty,480000.0,56.0
2968,Łódź,Śródmieście,70000.0,57.0
2969,Łódź,Bałuty,,46.42
2970,Łódź,Śródmieście,379000.0,47.47
2971,Łódź,Bałuty,,75.7
2972,Łódź,Bałuty,,43.72
2973,Łódź,Bałuty,370000.0,46.02
2974,Łódź,Górna,300000.0,29.19
2975,Łódź,Bałuty,330000.0,38.0
2976,Łódź,Bałuty,265000.0,38.0
2977,Łódź,Górna,238000.0,34.63
2978,Łódź,Śródmieście,,65.37
2979,Łódź,Śródmieście,,35.53
2980,Łódź,Śródmieście,,65.68
2981,Łódź,Śródmieście,,76.79
2982,Łódź,Śródmieście,,76.79
2983,Łódź,Śródmieście,,65.37
2984,Łódź,Śródmieście,,76.79
2985,Łódź,Śródmieście,,41.83
2986,Łódź,Śródmieście,,80.09
2987,Łódź,Bałuty,269000.0,36.85
2988,Łódź,Bałuty,356000.0,45.0
2989,Łódź,Śródmieście,375000.0,47.14
2990,Łódź,Bałuty,359000.0,57.0
2991,Łódź,Bałuty,,64.81
2992,Łódź,Bałuty,,49.11
2993,Łódź,Bałuty,,73.33
2994,Łódź,Bałuty,,32.34
2995,Łódź,Bałuty,,49.64
2996,Łódź,Bałuty,,49.11
2997,Łódź,Bałuty,,32.76
2998,Łódź,Bałuty,567918.0,72.81
2999,Łódź,Bałuty,430000.0,57.0
3000,Łódź,Śródmieście,375000.0,47.14
3001,Łódź,Polesie,,45.23
3002,Łódź,Śródmieście,498820.0,50.9
3003,Łódź,Górna,,50.35
3004,Łódź,Górna,,93.06
3005,Łódź,Górna,,68.19
3006,Łódź,Widzew,1238000.0,126.53
3007,Łódź,,309000.0,36.0
3008,Łódź,Bałuty,549000.0,84.0
3009,Łódź,Polesie,,40.4
3010,Łódź,Śródmieście,379500.0,33.0
3011,Łódź,Polesie,,38.33
3012,Łódź,Bałuty,284700.0,39.0
3013,Łódź,Widzew,339000.0,48.18
3014,Łódź,Górna,314000.0,37.0
3015,Łódź,Bałuty,279000.0,45.8
3016,Łódź,Górna,547000.0,70.5
3017,Łódź,Bałuty,200000.0,26.0
3018,Łódź,Widzew,307000.0,58.0
3019,Łódź,Polesie,258000.0,40.13
3020,Łódź,Polesie,298000.0,44.63
3021,Łódź,Bałuty,349000.0,56.64
3022,Łódź,Górna,380000.0,50.08
3023,Łódź,ul. inż. Stefana Skrzywana,,69.58
3024,Łódź,Śródmieście,510000.0,87.0
3025,Łódź,Polesie,285000.0,42.42
3026,Łódź,Polesie,379000.0,53.0
3027,Łódź,Polesie,,95.59
3028,Łódź,Śródmieście,446050.0,40.55
3029,Łódź,Polesie,,39.67
3030,Łódź,Widzew,375000.0,46.0
3031,Łódź,Górna,337000.0,55.0
3032,Łódź,Polesie,270000.0,36.5
3033,Łódź,Bałuty,209000.0,29.6
3034,Łódź,Górna,390000.0,54.3
3035,Łódź,Bałuty,356000.0,45.0
3036,Łódź,Bałuty,279000.0,45.8
3037,Łódź,Górna,280000.0,54.66
3038,Łódź,Bałuty,269000.0,46.0
3039,Łódź,Bałuty,299000.0,46.35
3040,Łódź,Bałuty,269000.0,37.0
3041,Łódź,Polesie,435000.0,56.46
3042,Łódź,,539000.0,68.7
3043,Łódź,Widzew,340000.0,57.35
3044,Łódź,Bałuty,261000.0,45.0
3045,Łódź,Widzew,899000.0,122.52
3046,Łódź,Bałuty,217880.0,33.52
3047,Łódź,Polesie,559284.0,84.74
3048,Łódź,Widzew,,70.56
3049,Łódź,Widzew,,81.43
3050,Łódź,Widzew,99106.0,50.0
3051,Łódź,Polesie,320000.0,47.88
3052,Łódź,Górna,,68.19
3053,Łódź,Polesie,289000.0,37.5
3054,Łódź,Górna,435000.0,70.0
3055,Łódź,Polesie,335000.0,42.0
3056,Łódź,Bałuty,399000.0,65.18
3057,Łódź,Polesie,131580.0,14.62
3058,Łódź,Śródmieście,171900.0,22.68
3059,Łódź,Śródmieście,572500.0,45.8
3060,Łódź,Polesie,,38.35
3061,Łódź,Widzew,,44.9
3062,Łódź,Polesie,,47.61
3063,Łódź,Górna,335950.0,48.0
3064,Łódź,Polesie,342000.0,50.4
3065,Łódź,Widzew,290000.0,44.5
3066,Łódź,Bałuty,245000.0,37.0
3067,Łódź,Polesie,307000.0,44.99
3068,Łódź,Polesie,355000.0,58.0
3069,Łódź,Górna,239000.0,34.0
3070,Łódź,Polesie,355000.0,58.0
3071,Łódź,Bałuty,567918.0,72.81
3072,Łódź,Bałuty,567918.0,72.81
3073,Łódź,Polesie,420000.0,52.97
3074,Łódź,Widzew,,62.57
3075,Łódź,Polesie,,36.27
3076,Łódź,Górna,,75.32
3077,Łódź,Górna,,76.46
3078,Łódź,Górna,,68.19
3079,Łódź,Polesie,335000.0,42.42
3080,Łódź,Polesie,310000.0,53.0
3081,Łódź,Górna,,91.58
3082,Łódź,Górna,,93.06
3083,Łódź,Widzew,460172.5,60.95
3084,Łódź,Widzew,238342.5,28.89
3085,Łódź,Górna,,94.23
3086,Łódź,Górna,,94.23
3087,Łódź,Górna,,75.32
3088,Łódź,Górna,,76.46
3089,Łódź,Górna,,39.09
3090,Łódź,Górna,,76.46
3091,Łódź,Górna,,94.23
3092,Łódź,Górna,,39.09
3093,Łódź,Górna,,75.33
3094,Łódź,Górna,,68.19
3095,Łódź,Górna,,94.23
3096,Łódź,Górna,,93.06
3097,Łódź,Górna,,68.19
3098,Łódź,Widzew,425416.5,55.61
3099,Łódź,Widzew,427023.0,55.82
3100,Łódź,Górna,359000.0,52.1
3101,Łódź,,318000.0,44.5
3102,Łódź,Bałuty,,66.87
3103,Łódź,Górna,539000.0,86.0
3104,Łódź,,339000.0,55.9
3105,Łódź,Bałuty,,28.49
3106,Łódź,Bałuty,,43.19
3107,Łódź,Śródmieście,399000.0,59.0
3108,Łódź,Górna,425000.0,54.3
3109,Łódź,Śródmieście,390000.0,65.5
3110,Łódź,Polesie,,58.87
3111,Łódź,Widzew,,60.16
3112,Łódź,Śródmieście,259900.0,25.92
3113,Łódź,Widzew,490998.0,67.26
3114,Łódź,Górna,599000.0,99.0
3115,Łódź,Bałuty,,49.28
3116,Łódź,Bałuty,,54.32
3117,Łódź,Bałuty,,73.34
3118,Łódź,Bałuty,,49.64
3119,Łódź,Widzew,725000.0,77.0
3120,Łódź,Polesie,921614.0,116.66
3121,Łódź,Polesie,743943.0,94.17
3122,Łódź,Polesie,416829.0,51.78
3123,Łódź,Polesie,282864.0,34.08
3124,Łódź,Bałuty,345000.0,53.0
3125,Łódź,Śródmieście,185000.0,34.01
3126,Łódź,Śródmieście,,35.5
3127,Łódź,Widzew,,94.8
3128,Łódź,Bałuty,309000.0,44.0
3129,Łódź,Widzew,469649.0,63.0
3130,Łódź,Śródmieście,317400.0,32.0
3131,Łódź,Górna,298000.0,51.21
3132,Łódź,Bałuty,325000.0,45.13
3133,Łódź,Widzew,,123.0
3134,Łódź,Widzew,,123.0
3135,Łódź,Widzew,,123.0
3136,Łódź,Widzew,,123.0
3137,Łódź,Polesie,313000.0,30.74
3138,Łódź,Śródmieście,440000.0,74.16
3139,Łódź,Polesie,299000.0,42.42
3140,Łódź,Górna,275000.0,41.4
3141,Łódź,Bałuty,275000.0,40.0
3142,Łódź,Polesie,475433.0,59.06
3143,Łódź,Polesie,278554.0,33.97
3144,Łódź,Górna,269000.0,40.64
3145,Łódź,Bałuty,459000.0,69.35
3146,Łódź,Śródmieście,,53.21
3147,Łódź,Górna,185000.0,27.0
3148,Łódź,Bałuty,370000.0,62.0
3149,Łódź,Śródmieście,,37.55
3150,Łódź,Widzew,,43.45
3151,Łódź,Polesie,,41.11
3152,Łódź,Śródmieście,2183520.0,136.47
3153,Łódź,Bałuty,329000.0,38.25
3154,Łódź,Górna,257180.0,36.74
3155,Łódź,Śródmieście,199900.0,22.45
3156,Łódź,Śródmieście,229000.0,23.21
3157,Łódź,Widzew,520000.0,63.0
3158,Łódź,Widzew,199000.0,28.5
3159,Łódź,,290000.0,44.05
3160,Łódź,Widzew,203000.0,30.45
3161,Łódź,Śródmieście,359000.0,65.09
3162,Łódź,Bałuty,275000.0,34.0
3163,Łódź,Polesie,268000.0,43.0
3164,Łódź,Polesie,216800.0,31.0
3165,Łódź,Polesie,239700.0,24.0
3166,Łódź,Polesie,203900.0,32.0
3167,Łódź,Polesie,198900.0,32.0
3168,Łódź,Śródmieście,,32.25
3169,Łódź,Polesie,,58.83
3170,Łódź,Górna,360000.0,50.1
3171,Łódź,Polesie,329000.0,42.0
3172,Łódź,Polesie,460000.0,107.0
3173,Łódź,Widzew,245000.0,36.24
3174,Łódź,Śródmieście,,29.82
3175,Łódź,Polesie,,36.61
3176,Łódź,Bałuty,497000.0,73.88
3177,Łódź,Polesie,565692.0,83.19
3178,Łódź,Polesie,,61.07
3179,Łódź,Polesie,,69.42
3180,Łódź,Bałuty,219000.0,30.0
3181,Łódź,Polesie,459000.0,59.5
3182,Łódź,Polesie,306000.0,42.42
3183,Łódź,Śródmieście,359000.0,65.09
3184,Łódź,Bałuty,220000.0,26.93
3185,Łódź,Śródmieście,,48.27
3186,Łódź,Polesie,,41.76
3187,Łódź,Bałuty,259000.0,40.0
3188,Łódź,Górna,249000.0,35.73
3189,Łódź,Widzew,263542.0,33.25
3190,Łódź,Górna,549000.0,86.0
3191,Łódź,Śródmieście,640000.0,63.0
3192,Łódź,Bałuty,310000.0,45.0
3193,Łódź,Górna,275000.0,36.79
3194,Łódź,Widzew,335000.0,51.62
3195,Łódź,Śródmieście,289000.0,55.0
3196,Łódź,Bałuty,309000.0,51.0
3197,Łódź,Widzew,997500.0,142.59
3198,Łódź,Polesie,260000.0,35.59
3199,Łódź,Polesie,455000.0,53.43
3200,Łódź,Polesie,455000.0,53.43
3201,Łódź,Śródmieście,,49.57
3202,Łódź,Polesie,,45.36
3203,Łódź,Górna,362854.0,47.13
3204,Łódź,Polesie,,36.38
3205,Łódź,Polesie,305000.0,31.73
3206,Łódź,Widzew,305000.0,31.73
3207,Łódź,Śródmieście,242900.0,29.57
3208,Łódź,Polesie,1140000.0,109.0
3209,Łódź,Śródmieście,289000.0,43.97
3210,Łódź,Bałuty,330000.0,38.0
3211,Łódź,Widzew,790000.0,74.0
3212,Łódź,Górna,249000.0,35.73
3213,Łódź,Górna,640100.0,97.0
3214,Łódź,Bałuty,385000.0,54.9
3215,Łódź,Górna,172000.0,39.3
3216,Łódź,Śródmieście,470000.0,61.59
3217,Łódź,Bałuty,235000.0,28.3
3218,Łódź,Widzew,308000.0,40.0
3219,Łódź,Śródmieście,275000.0,48.63
3220,Łódź,Bałuty,345000.0,53.0
3221,Łódź,Bałuty,275000.0,35.0
3222,Łódź,Polesie,310000.0,45.57
3223,Łódź,Widzew,329900.0,56.57
3224,Łódź,Widzew,305000.0,65.0
3225,Łódź,,307000.0,39.54
3226,Łódź,Górna,280000.0,40.6
3227,Łódź,Śródmieście,246900.0,28.07
3228,Łódź,Bałuty,360000.0,44.85
3229,Łódź,Polesie,255700.0,31.0
3230,Łódź,Bałuty,287000.0,43.0
3231,Łódź,Śródmieście,1319640.0,47.13
3232,Łódź,Śródmieście,215000.0,25.0
3233,Łódź,Śródmieście,172000.0,20.0
3234,Łódź,Śródmieście,298000.0,30.77
3235,Łódź,Bałuty,308000.0,49.75
3236,Łódź,Polesie,250000.0,26.9
3237,Łódź,Śródmieście,2186100.0,72.87
3238,Łódź,Górna,369000.0,48.0
3239,Łódź,Polesie,,70.29
3240,Łódź,Bałuty,287360.0,49.0
3241,Łódź,Śródmieście,467360.0,82.0
3242,Łódź,Bałuty,327360.0,55.0
3243,Łódź,,348000.0,42.42
3244,Łódź,Widzew,245000.0,28.58
3245,Łódź,Górna,1040000.0,89.75
3246,Łódź,Górna,315000.0,37.0
3247,Łódź,Górna,250000.0,35.73
3248,Łódź,Bałuty,330000.0,50.0
3249,Łódź,Bałuty,,59.07
3250,Łódź,,660000.0,77.29
3251,Łódź,Śródmieście,450000.0,61.59
3252,Łódź,Bałuty,344500.0,54.0
3253,Łódź,Bałuty,389000.0,64.0
3254,Łódź,Bałuty,229700.0,36.45
3255,Łódź,,350000.0,58.08
3256,Łódź,Górna,225000.0,35.2
3257,Łódź,Bałuty,285000.0,48.81
3258,Łódź,Górna,353679.0,38.03
3259,Łódź,Polesie,335000.0,53.0
3260,Łódź,Górna,507696.0,60.44
3261,Łódź,Śródmieście,964290.0,123.47
3262,Łódź,Górna,345000.0,54.0
3263,Łódź,Górna,235000.0,37.14
3264,Łódź,Polesie,349000.0,43.2
3265,Łódź,,530000.0,61.5
3266,Łódź,Górna,367243.0,47.7
3267,Łódź,Górna,406200.0,54.16
3268,Łódź,Polesie,269000.0,43.0
3269,Łódź,Bałuty,280000.0,45.0
3270,Łódź,Bałuty,,28.04
3271,Łódź,Bałuty,,50.28
3272,Łódź,Bałuty,,38.79
3273,Łódź,Bałuty,,50.28
3274,Łódź,Górna,250000.0,32.5
3275,Łódź,Bałuty,365000.0,57.0
3276,Łódź,Górna,354510.0,45.45
3277,Łódź,Polesie,269000.0,39.12
3278,Łódź,Widzew,1155726.0,80.82
3279,Łódź,Bałuty,319900.0,45.0
3280,Łódź,Bałuty,359000.0,57.2
3281,Łódź,Bałuty,230000.0,35.0
3282,Łódź,Polesie,475000.0,63.0
3283,Łódź,Bałuty,290000.0,43.0
3284,Łódź,Śródmieście,302058.0,31.14
3285,Łódź,Górna,359424.0,46.08
3286,Łódź,Bałuty,,87.46
3287,Łódź,Górna,425000.0,57.0
3288,Łódź,Górna,329000.0,55.0
3289,Łódź,Bałuty,419000.0,60.0
3290,Łódź,Widzew,340000.0,54.56
3291,Łódź,Widzew,350000.0,59.6
3292,Łódź,,207000.0,23.45
3293,Łódź,Śródmieście,,58.37
3294,Łódź,Bałuty,,49.89
3295,Łódź,Śródmieście,610470.0,71.82
3296,Łódź,Bałuty,,49.07
3297,Łódź,Polesie,,59.27
3298,Łódź,Śródmieście,,50.68
3299,Łódź,Śródmieście,275000.0,48.63
3300,Łódź,Bałuty,350000.0,54.0
3301,Łódź,Widzew,255000.0,36.74
3302,Łódź,Widzew,210000.0,30.45
3303,Łódź,Śródmieście,839000.0,122.1
3304,Łódź,Bałuty,349000.0,50.0
3305,Łódź,Polesie,270000.0,42.42
3306,Łódź,Polesie,290000.0,48.53
3307,Łódź,Śródmieście,302737.0,31.21
3308,Łódź,Górna,386025.0,51.47
3309,Łódź,Bałuty,,122.79
3310,Łódź,Widzew,416000.0,64.02
3311,Łódź,Widzew,325000.0,54.0
3312,Łódź,Śródmieście,199900.0,25.74
3313,Łódź,Polesie,251000.0,37.83
3314,Łódź,Śródmieście,512500.0,86.98
3315,Łódź,Bałuty,429000.0,68.69
3316,Łódź,Górna,540000.0,73.33
3317,Łódź,Śródmieście,400000.0,60.76
3318,Łódź,Śródmieście,289976.0,31.14
3319,Łódź,Górna,354510.0,45.45
3320,Łódź,Bałuty,,113.92
3321,Łódź,Górna,284000.0,39.7
3322,Łódź,Polesie,381600.0,53.0
3323,Łódź,Bałuty,160000.0,39.82
3324,Łódź,Bałuty,310000.0,53.34
3325,Łódź,Polesie,335000.0,53.0
3326,Łódź,Widzew,305000.0,49.46
3327,Łódź,Polesie,455000.0,52.7
3328,Łódź,Widzew,426000.0,59.5
3329,Łódź,Górna,560000.0,100.0
3330,Łódź,,800000.0,104.0
3331,Łódź,Śródmieście,475000.0,78.76
3332,Łódź,Polesie,464000.0,63.69
3333,Łódź,,250000.0,36.0
3334,Łódź,Górna,473861.0,59.99
3335,Łódź,Górna,370700.0,46.93
3336,Łódź,Śródmieście,388608.0,42.24
3337,Łódź,Górna,354510.0,45.45
3338,Łódź,Bałuty,,87.46
3339,Łódź,Górna,288684.0,36.09
3340,Łódź,Polesie,,59.49
3341,Łódź,Śródmieście,,58.54
3342,Łódź,Bałuty,325000.0,60.0
3343,Łódź,Widzew,335000.0,57.0
3344,Łódź,Górna,269900.0,36.35
3345,Łódź,Polesie,399360.0,64.7
3346,Łódź,Widzew,580000.0,50.0
3347,Łódź,Górna,498000.0,50.0
3348,Łódź,Śródmieście,469710.0,52.19
3349,Łódź,Górna,350000.0,45.0
3350,Łódź,Bałuty,569400.0,52.0
3351,Łódź,Bałuty,539000.0,57.5
3352,Łódź,Górna,249000.0,29.0
3353,Łódź,Widzew,745000.0,69.0
3354,Łódź,Górna,269000.0,44.18
3355,Łódź,Widzew,779000.0,71.24
3356,Łódź,Polesie,275000.0,42.3
3357,Łódź,Śródmieście,890000.0,58.0
3358,Łódź,Górna,338130.0,43.35
3359,Łódź,Bałuty,,74.65
3360,Łódź,Śródmieście,428814.0,50.0
3361,Łódź,Śródmieście,314170.0,36.0
3362,Łódź,Śródmieście,430000.0,97.0
3363,Łódź,Polesie,380000.0,40.17
3364,Łódź,Śródmieście,360000.0,30.19
3365,Łódź,Bałuty,370000.0,47.0
3366,Łódź,Widzew,242550.0,29.4
